Cmdline: /system/bin/simpleperf record -p 30765 --duration 8 -o /data/local/tmp/perf.data
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 14060
Event count: 5616537326

Children  Self   Shared Object                                                                                                                                   Symbol
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::uirenderer::$_8::__invoke(void const*, SkCanvas*, SkMatrix const&) (.__uniq.150848978645254602633048518174355561839.llvm.5363237729217404299)
0.01%     0.01%  /system/lib64/libminikin.so                                                                                                                     minikin::(anonymous namespace)::populateCandidates(minikin::U16StringPiece const&, minikin::MeasuredText const&, minikin::LineWidth const&, minikin::HyphenationFrequency, bool, bool) (.__uniq.50078111046383580986428084316182185247)
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               basep_queue_process_callback_kernel
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.os.Message.isAsynchronous
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+6c4fc4]
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        GrAtlasManager::postFlush(skgpu::AtlasToken)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.View.invalidateInternal
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83260]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c8c1e4]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+44d084]
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               kmem_cache_alloc_lru
0.01%     0.01%  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                  __strlen_aarch64
0.01%     0.01%  /system/lib64/libminikin.so                                                                                                                     void minikin::LayoutCache::getOrCreate<minikin::LayoutAppendFunctor>(minikin::U16StringPiece const&, minikin::Range const&, minikin::MinikinPaint const&, bool, minikin::StartHyphenEdit, minikin::EndHyphenEdit, bool, minikin::LayoutAppendFunctor&)
0.01%     0.01%  /system/lib64/libgui.so                                                                                                                         non-virtual thunk to android::BnTransactionCompletedListener::onTransact(unsigned int, android::Parcel const&, android::Parcel*, unsigned int)
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::uirenderer::JankTracker::finishFrame(android::uirenderer::FrameInfo&, std::__1::unique_ptr<android::uirenderer::FrameMetricsReporter, std::__1::default_delete<android::uirenderer::FrameMetricsReporter>>&, long, int)
0.01%     0.01%  /system/lib64/libartpalette-system.so                                                                                                           PaletteTraceEnabled
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+f237bc]
0.01%     0.01%  [JIT app cache]                                                                                                                                 com.android.internal.util.ArrayUtils.emptyArray
0.01%     0.01%  [JIT app cache]                                                                                                                                 java.lang.ref.Reference.refersTo
0.01%     0.01%  [JIT app cache]                                                                                                                                 java.io.InputStreamReader.read
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ed7cf8]
0.01%     0.01%  /system/lib64/libgui.so                                                                                                                         android::BpSurfaceComposer::setTransactionState(android::TransactionState&&)
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d4bc]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c8c984]
0.01%     0.01%  [JIT app cache]                                                                                                                                 java.util.concurrent.ConcurrentHashMap.tabAt
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d448]
0.01%     0.01%  [JIT app cache]                                                                                                                                 java.lang.ThreadLocal.-$$Nest$fgetthreadLocalHashCode
0.01%     0.01%  /system/lib64/libgui.so                                                                                                                         android::BLASTBufferItemConsumer::addAndGetFrameTimestamps(android::NewFrameEventsEntry const*, android::FrameEventHistoryDelta*)
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+b93004]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c3fc]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c344]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83248]
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.ViewGroup.getClipChildren
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ed4a40]
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.graphics.Paint.set
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+b8e748]
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               hal::halp::gpu_state_base::reset()
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               syscall_trace_exit
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d53c]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ed4800]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c831c4]
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           artUnlockObjectFromCode
0.01%     0.01%  [JIT app cache]                                                                                                                                 com.android.icu.charset.CharsetDecoderICU.setPosition
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83d44]
0.01%     0.01%  [JIT app cache]                                                                                                                                 com.android.graphics.hwui.flags.Flags.runtimeColorFiltersBlenders
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.graphics.Rect.setEmpty
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::(anonymous namespace)::CheckJNI::GetByteArrayElements(_JNIEnv*, _jbyteArray*, unsigned char*) (.__uniq.99033978352804627313491551960229047428.llvm.14895045140914427511)
0.01%     0.01%  /system/lib64/libui.so                                                                                                                          @plt
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               schedule_hrtimeout_range_clock
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               basep_cpu_queue_process
0.01%     0.01%  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                  __openat
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83c70]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c1d8]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+540238]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c4bc]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c500]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+8b9350]
0.01%     0.01%  [JIT app cache]                                                                                                                                 java.util.Formatter$FormatSpecifier.getZero
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+b90704]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c832b4]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c8c8a8]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9cb10]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c600]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9cb50]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c832f4]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c8338c]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c1e8]
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.View.findViewById
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+b92704]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c7e868]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+44cef0]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime4j_jni.so  convertToTensorInfo
0.01%     0.01%  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                  SystemProperties::AreaSerial()
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        skgpu::KeyBuilder::addBits(unsigned int, unsigned int, std::__1::basic_string_view<char, std::__1::char_traits<char>>)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.ThreadedRenderer.isEnabled
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+afe040]
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::Paint::operator=(android::Paint const&)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.SpannableStringBuilder.leftChild
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.ViewRootImpl.isHardwareEnabled
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               binder_proc_transaction
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.StaticLayout.generate
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.graphics.RecordingCanvas.drawRenderNode
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::uirenderer::RenderNode::prepareTree(android::uirenderer::TreeInfo&)
0.01%     0.01%  /system/lib64/libutils.so                                                                                                                       android::String16::size() const
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               hal::halp::internal_program_library::load_shader_group_in(unsigned int)
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               hal::halp::cqs_package::alloc(hal::halp::device_internal*, unsigned int)
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               hal::halp::format_query_internal::get_afbc_compression_mode(hal::format, unsigned int, bool)
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               selinux_socket_getpeersec_dgram
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        sktext::gpu::BagOfBytes::BagOfBytes(char*, unsigned long, unsigned long)
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        GrIndexBufferAllocPool::makeSpace(int, sk_sp<GrBuffer const>*, int*)
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c338]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d358]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83c38]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d594]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9cdd4]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d560]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c7ee64]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ed92ac]
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        SkRasterPipeline::appendConstantColor(SkArenaAlloc*, float const*)
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               strnlen
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c84368]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+44d020]
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::mirror::Class::GetMethodIds()
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+44d02c]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+6c06dc]
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.os.PerfettoTrace.counter
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ed7ca8]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c7e814]
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        SkPath::addRect(SkRect const&, SkPathDirection, unsigned int)
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ed8810]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ed88a4]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ee7cf8]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+b92fcc]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ed7cd0]
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::jit::JitCompiler::CompileMethod(art::Thread*, art::jit::JitMemoryRegion*, art::ArtMethod*, art::CompilationKind)
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::uirenderer::RecordingCanvas::onDrawRect(SkRect const&, SkPaint const&)
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           void art::Monitor::Lock<(art::LockReason)1>(art::Thread*)
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ed9354]
0.01%     0.01%  /system/lib64/libminikin.so                                                                                                                     android::LruCache<minikin::LayoutCacheKey, minikin::LayoutSlot*>::get(minikin::LayoutCacheKey const&)
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               fpsimd_restore_current_state
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.View.getViewRootImpl
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+b10860]
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.ViewRootImpl.shouldCheckFrameRate
0.01%     0.01%  /system/lib64/libbinder.so                                                                                                                      android::Parcel::writeInplace(unsigned long)
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ed87bc]
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               dma_fence_unwrap_first
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::android_view_DisplayListCanvas_resetDisplayListCanvas(long, long, int, int) (.__uniq.80954993315080304140760182550613637134)
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::uirenderer::RecordingCanvas::willSave()
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+7116bc]
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           void art::ClassTable::VisitClassesIfConditionMet<art::gc::collector::MarkCompact::UpdateClassTableClasses(art::Runtime*, bool)::$_0 const, art::gc::collector::MarkCompact::ClassLoaderRootsUpdater>(art::gc::collector::MarkCompact::UpdateClassTableClasses(art::Runtime*, bool)::$_0 const&, art::gc::collector::MarkCompact::ClassLoaderRootsUpdater&) (.__uniq.183374210292502823066086304110507471210)
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::gc::collector::MarkCompact::SlideBlackPage(art::mirror::Object*, art::mirror::Object*, unsigned int, unsigned char*, unsigned char*, bool)
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               xas_load
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+b1033c]
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               down_read
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           void art::ClassTable::VisitClassesIfConditionMet<art::gc::collector::MarkCompact::UpdateClassTableClasses(art::Runtime*, bool)::$_0, art::gc::collector::MarkCompact::ClassLoaderRootsUpdater>(art::gc::collector::MarkCompact::UpdateClassTableClasses(art::Runtime*, bool)::$_0&, art::gc::collector::MarkCompact::ClassLoaderRootsUpdater&) (.__uniq.183374210292502823066086304110507471210)
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83358]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c29c]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ec2e84]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c7ddd0]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+44c6e0]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d668]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83d14]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9cb44]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83384]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d624]
0.01%     0.01%  [JIT app cache]                                                                                                                                 java.util.concurrent.locks.AbstractQueuedSynchronizer.acquireShared
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        CircularRRectOp::onCreateProgramInfo(GrCaps const*, SkArenaAlloc*, GrSurfaceProxyView const&, bool, GrAppliedClip&&, GrDstProxyView const&, GrXferBarrierFlags, GrLoadOp)
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               base_gpu_queue_util_indirect_batch_cqs_increment
